job_title,education_level,experience_years,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Analyst,Diploma,18,19,Retail,Medium,Sweden,Hybrid,0,124480
AI researcher,Diploma,0,15,Media,Large,Remote,No,3,104536
Software Engineer,PhD,0,15,Telecom,Medium,Singapore,No,2,121957
Software Engineer,Master,5,5,Government,Medium,Australia,No,1,122814
Risk analyst,High School,2,3,Education,Small,Sweden,Hybrid,4,100392
Systems analyst,High School,3,2,Technology,Small,Germany,Yes,3,86471
Data Analyst,Bachelor,18,13,Education,Large,Netherlands,No,3,143177
Data Analyst,High School,2,16,Education,Enterprise,Remote,Hybrid,0,101340
Data Scientist,High School,2,15,Government,Large,Singapore,Yes,2,128273
AI researcher,Master,5,1,Finance,Startup,UK,Yes,1,124512
Financial modeler,Master,1,6,Retail,Enterprise,Canada,No,1,171385
Risk analyst,PhD,0,7,Education,Small,USA,No,1,150052
Statistician,PhD,15,1,Manufacturing,Large,Netherlands,Hybrid,4,142185
AI researcher,Diploma,0,13,Government,Startup,Australia,Yes,3,87544
Risk analyst,Bachelor,8,14,Healthcare,Medium,Sweden,Yes,5,132600
Systems analyst,PhD,14,2,Technology,Medium,USA,Hybrid,5,199059
Data Scientist,PhD,15,16,Education,Enterprise,USA,No,5,272305
Operations research analyst,PhD,8,15,Healthcare,Small,Canada,Yes,3,204753
Data Scientist,PhD,9,17,Finance,Large,Canada,Hybrid,5,214682
Software Engineer,Diploma,9,19,Consulting,Large,Germany,No,4,161241
Software Engineer,Bachelor,8,10,Media,Medium,Germany,No,3,135902
Cybersecurity Analyst,Bachelor,4,12,Education,Enterprise,Germany,Yes,5,173401
Actuary,Master,11,5,Telecom,Medium,Netherlands,No,0,149840
Actuary,Bachelor,12,8,Consulting,Startup,Germany,Hybrid,4,157458
Data Analyst,Diploma,1,12,Telecom,Enterprise,Germany,Yes,0,105840
Financial modeler,Master,6,10,Finance,Medium,Australia,No,3,138373
Data Analyst,Master,12,2,Finance,Large,Germany,No,2,130456
Operations research analyst,Bachelor,7,11,Education,Enterprise,Singapore,Yes,1,185415
Data Analyst,Diploma,11,8,Telecom,Large,Australia,No,0,107800
AI researcher,Master,10,3,Manufacturing,Medium,Canada,No,5,158035
Systems analyst,Master,0,11,Manufacturing,Small,UK,No,4,111024
Risk analyst,Diploma,3,1,Healthcare,Small,Remote,Yes,3,108114
Software Engineer,Master,0,13,Consulting,Medium,Sweden,No,3,117345
Data Scientist,Master,5,1,Retail,Medium,USA,No,5,170197
Operations research analyst,High School,7,3,Education,Large,India,No,3,111120
Operations research analyst,PhD,5,12,Healthcare,Enterprise,Canada,Hybrid,2,234741
Software Engineer,Diploma,16,12,Technology,Small,UK,Yes,5,151639
Statistician,Bachelor,10,1,Telecom,Startup,Remote,Yes,1,97802
Math teacher,PhD,14,13,Manufacturing,Large,Singapore,Yes,4,200948
Data Scientist,Master,3,9,Government,Startup,USA,Hybrid,2,148598
Actuary,Master,10,11,Consulting,Medium,Netherlands,Hybrid,0,161514
AI researcher,High School,1,19,Consulting,Enterprise,Germany,Yes,4,144214
Financial modeler,PhD,17,15,Media,Small,Netherlands,No,1,168454
Actuary,Bachelor,0,11,Technology,Large,USA,No,3,171168
Data Analyst,High School,4,14,Finance,Startup,Sweden,Yes,5,93087
Systems analyst,PhD,20,14,Consulting,Medium,Australia,Yes,1,172602
Software Engineer,Master,15,11,Finance,Enterprise,Netherlands,Hybrid,4,180120
Statistician,PhD,5,6,Finance,Enterprise,UK,Hybrid,4,158129
Statistician,High School,1,6,Education,Enterprise,Australia,Hybrid,5,83992
Data Analyst,Diploma,14,1,Media,Enterprise,UK,No,4,145725
Statistician,Master,9,4,Manufacturing,Medium,Netherlands,No,0,104854
Operations research analyst,PhD,11,15,Manufacturing,Medium,Canada,No,4,209119
Financial modeler,High School,19,19,Education,Large,Australia,Hybrid,3,168171
Actuary,Master,16,14,Government,Startup,Netherlands,Hybrid,4,159556
Statistician,Bachelor,16,7,Government,Large,Netherlands,Yes,3,149315
Software Engineer,Master,16,6,Education,Enterprise,Netherlands,Hybrid,1,179815
Data Analyst,PhD,16,5,Finance,Medium,Australia,Hybrid,3,138971
Math teacher,Bachelor,8,11,Education,Enterprise,Singapore,Yes,3,170959
Math teacher,Master,8,4,Media,Enterprise,Australia,No,3,167142
Actuary,High School,18,18,Manufacturing,Medium,Australia,No,0,164002
Risk analyst,Bachelor,10,8,Government,Startup,Sweden,No,1,127586
AI researcher,High School,18,2,Consulting,Small,Germany,Hybrid,5,143709
Actuary,High School,1,6,Government,Startup,India,Hybrid,0,78126
Actuary,High School,7,6,Media,Small,USA,Yes,1,153219
Data Scientist,PhD,16,2,Retail,Enterprise,India,Hybrid,5,136042
Actuary,Diploma,13,18,Media,Medium,Sweden,Hybrid,4,157024
Statistician,Diploma,20,19,Education,Medium,Singapore,No,4,135071
Statistician,Bachelor,8,2,Education,Large,Canada,No,4,127517
Cybersecurity Analyst,Bachelor,14,16,Media,Small,Singapore,Yes,5,153552
Cybersecurity Analyst,PhD,0,15,Telecom,Large,Netherlands,Hybrid,2,150562
Risk analyst,High School,3,2,Media,Small,Sweden,No,0,90886
Operations research analyst,Master,2,19,Healthcare,Enterprise,Netherlands,Yes,4,191581
Data Analyst,Master,9,2,Retail,Startup,Australia,Hybrid,3,93317
Data Analyst,Master,20,11,Media,Enterprise,Australia,Yes,2,174021
Financial modeler,Bachelor,9,18,Retail,Enterprise,Canada,Yes,1,201281
Math teacher,Diploma,14,6,Media,Enterprise,UK,Yes,4,203074
Systems analyst,PhD,7,7,Technology,Startup,India,Yes,2,90406
Math teacher,Diploma,3,4,Government,Small,Singapore,Yes,5,116579
AI researcher,Bachelor,13,11,Healthcare,Startup,UK,Hybrid,1,138722
Data Analyst,Master,1,6,Telecom,Startup,Canada,Yes,5,119234
Data Analyst,PhD,15,10,Manufacturing,Medium,Sweden,No,4,144923
Operations research analyst,Master,0,16,Technology,Small,Remote,No,4,141198
Statistician,Diploma,5,15,Consulting,Small,Australia,Hybrid,1,80567
Statistician,Diploma,9,5,Education,Large,Netherlands,Hybrid,1,111739
Operations research analyst,Bachelor,10,1,Finance,Enterprise,Netherlands,Hybrid,3,178750
Data Analyst,PhD,9,3,Telecom,Startup,Germany,No,5,129486
AI researcher,PhD,17,3,Government,Enterprise,Netherlands,Yes,3,192365
Data Scientist,Master,13,5,Finance,Enterprise,USA,No,3,218002
Actuary,Diploma,2,19,Media,Startup,USA,Hybrid,2,153083
Math teacher,Bachelor,0,6,Manufacturing,Enterprise,Sweden,Yes,0,136099
Statistician,Diploma,7,3,Education,Startup,Germany,No,3,85541
Systems analyst,High School,11,7,Government,Large,India,Hybrid,1,88245
Software Engineer,High School,6,12,Education,Large,UK,No,2,144238
Math teacher,Diploma,18,9,Technology,Large,Netherlands,Hybrid,3,182021
Risk analyst,Diploma,11,18,Media,Enterprise,Australia,Yes,2,176487
Financial modeler,Diploma,13,1,Finance,Startup,Germany,No,3,125980
Data Analyst,Bachelor,1,2,Media,Small,USA,Hybrid,2,96316
Data Analyst,Diploma,19,5,Consulting,Small,Singapore,No,5,123148
Financial modeler,Master,7,13,Healthcare,Startup,India,Hybrid,4,85387
Statistician,High School,4,11,Retail,Large,India,No,3,69709
Software Engineer,Bachelor,0,4,Education,Startup,USA,Hybrid,0,106289
Operations research analyst,Bachelor,6,1,Manufacturing,Small,India,Hybrid,3,96925
Software Engineer,High School,12,9,Manufacturing,Medium,Netherlands,No,3,119599
Data Analyst,Master,9,8,Retail,Startup,Remote,No,5,112954
Data Scientist,High School,3,3,Technology,Small,Remote,No,0,88177
Operations research analyst,Master,15,8,Government,Large,Remote,Yes,0,202696
Math teacher,Master,0,19,Consulting,Startup,USA,No,0,153270
Actuary,Master,9,12,Government,Small,Netherlands,No,5,151533
Risk analyst,High School,0,6,Education,Medium,Singapore,No,3,101440
Risk analyst,Bachelor,4,2,Retail,Large,Singapore,Yes,5,138291
Software Engineer,Diploma,13,6,Government,Small,USA,Yes,2,152724
AI researcher,Bachelor,16,11,Technology,Small,Singapore,Hybrid,1,121218
Systems analyst,High School,13,10,Consulting,Startup,Netherlands,No,1,103786
Math teacher,Bachelor,15,14,Manufacturing,Large,USA,Yes,2,233082
Data Analyst,Master,1,16,Technology,Medium,India,Hybrid,1,66454
Data Analyst,Bachelor,1,15,Retail,Enterprise,Singapore,Yes,1,106812
Software Engineer,High School,13,4,Government,Large,Singapore,Hybrid,5,137061
Statistician,Master,0,6,Government,Enterprise,Germany,Hybrid,5,131126
Cybersecurity Analyst,PhD,17,3,Finance,Medium,Singapore,Hybrid,5,168633
Operations research analyst,High School,19,13,Consulting,Large,USA,No,1,238858
Operations research analyst,Bachelor,11,3,Media,Small,Germany,No,0,154962
Data Scientist,Bachelor,11,16,Technology,Enterprise,Singapore,Hybrid,0,155167
Statistician,Master,10,8,Healthcare,Startup,Canada,No,3,124167
Risk analyst,PhD,18,9,Education,Medium,Canada,Hybrid,3,216084
Math teacher,Diploma,10,4,Telecom,Medium,India,Yes,2,100670
Statistician,PhD,10,2,Manufacturing,Small,India,No,2,87176
Operations research analyst,PhD,13,17,Manufacturing,Small,Netherlands,Hybrid,1,172189
Statistician,Master,0,19,Manufacturing,Enterprise,Germany,No,0,118017
Risk analyst,Bachelor,13,7,Technology,Medium,Sweden,Yes,2,146326
Math teacher,Diploma,14,11,Healthcare,Small,India,No,1,98005
Cybersecurity Analyst,Master,8,4,Consulting,Enterprise,USA,Hybrid,4,219942
Operations research analyst,Bachelor,19,16,Telecom,Medium,USA,Yes,5,251774
Actuary,Diploma,19,6,Retail,Enterprise,USA,Yes,2,252679
Risk analyst,Master,14,4,Retail,Large,Netherlands,Hybrid,3,163770
AI researcher,Bachelor,16,6,Telecom,Medium,UK,Hybrid,4,160533
Math teacher,Master,2,17,Manufacturing,Small,Remote,Hybrid,1,134501
Risk analyst,Bachelor,14,3,Technology,Enterprise,Remote,No,4,183105
Systems analyst,PhD,8,4,Telecom,Medium,India,Hybrid,1,97102
Software Engineer,Master,18,6,Telecom,Small,Australia,Yes,3,146945
Financial modeler,Diploma,0,15,Retail,Large,UK,No,1,128929
Data Analyst,Diploma,10,4,Media,Medium,Remote,Yes,4,103722
Data Analyst,Diploma,3,8,Education,Large,Sweden,Yes,0,81241
Financial modeler,High School,16,5,Consulting,Large,Netherlands,Yes,2,154434
Financial modeler,Master,6,10,Education,Medium,Sweden,No,3,127245
Data Analyst,PhD,12,16,Consulting,Enterprise,USA,Hybrid,4,211750
Cybersecurity Analyst,Bachelor,19,17,Government,Enterprise,Germany,Yes,2,220400
Operations research analyst,Diploma,20,18,Telecom,Enterprise,Remote,Yes,5,235146
AI researcher,Master,9,9,Education,Small,Netherlands,No,2,124660
Systems analyst,PhD,20,5,Consulting,Startup,Sweden,Hybrid,4,138109
Math teacher,Bachelor,16,8,Retail,Small,Sweden,Yes,2,149129
Systems analyst,High School,2,6,Consulting,Enterprise,Canada,Hybrid,2,121027
Software Engineer,PhD,6,17,Healthcare,Enterprise,UK,Hybrid,3,192477
AI researcher,Master,8,17,Healthcare,Medium,Netherlands,Yes,1,136393
Data Analyst,High School,8,15,Telecom,Startup,Germany,No,4,94856
Statistician,Bachelor,10,18,Media,Startup,Sweden,Hybrid,4,108658
Data Analyst,PhD,14,11,Retail,Enterprise,USA,No,3,210911
Systems analyst,Bachelor,6,3,Telecom,Enterprise,USA,Yes,0,169533
Operations research analyst,Master,0,2,Retail,Startup,Singapore,Hybrid,0,116581
Risk analyst,Diploma,7,7,Consulting,Enterprise,Netherlands,No,0,143266
Data Scientist,High School,4,14,Media,Large,Australia,No,3,124895
Financial modeler,Bachelor,13,2,Government,Enterprise,USA,No,4,209789
Data Scientist,PhD,4,6,Consulting,Startup,UK,No,5,144786
Actuary,Diploma,20,14,Retail,Enterprise,Canada,Hybrid,3,244691
Cybersecurity Analyst,PhD,4,1,Government,Medium,India,Hybrid,4,90120
Systems analyst,Bachelor,2,10,Media,Large,UK,No,3,124938
Data Scientist,Master,3,10,Finance,Startup,India,Hybrid,1,78304
Operations research analyst,Diploma,0,11,Consulting,Small,Canada,No,1,143847
Software Engineer,Diploma,18,19,Government,Startup,Canada,Hybrid,2,155864
Cybersecurity Analyst,High School,14,3,Government,Small,Australia,Hybrid,0,114607
Statistician,Master,14,18,Retail,Medium,Germany,No,5,150717
Systems analyst,Master,5,2,Education,Enterprise,Singapore,No,5,133356
Statistician,PhD,5,16,Manufacturing,Enterprise,Remote,No,4,157670
Risk analyst,Diploma,14,12,Telecom,Large,Sweden,No,5,158980
Data Scientist,PhD,20,16,Media,Medium,Netherlands,Hybrid,0,173905
AI researcher,Diploma,13,16,Education,Enterprise,Australia,No,2,158758
Statistician,Bachelor,12,3,Technology,Large,Netherlands,Yes,2,120921
Cybersecurity Analyst,Master,5,1,Retail,Small,Sweden,Hybrid,0,118554
Risk analyst,Master,7,17,Telecom,Large,Germany,Hybrid,0,169668
Operations research analyst,Master,16,7,Government,Large,Germany,Hybrid,0,217483
Statistician,High School,9,3,Telecom,Small,India,Hybrid,4,67178
Statistician,PhD,5,17,Healthcare,Large,Germany,Yes,2,139245
AI researcher,Bachelor,17,17,Healthcare,Enterprise,Netherlands,No,5,181115
Software Engineer,Diploma,18,16,Manufacturing,Startup,Remote,Yes,1,134684
Cybersecurity Analyst,PhD,12,16,Consulting,Small,India,Yes,5,111847
Risk analyst,High School,9,17,Finance,Enterprise,Canada,No,1,178864
Risk analyst,Bachelor,20,1,Government,Medium,Australia,Hybrid,1,148819
Cybersecurity Analyst,Bachelor,19,7,Retail,Small,India,No,0,101317
Data Analyst,Bachelor,12,9,Technology,Medium,Netherlands,Yes,5,132362
Financial modeler,Master,14,6,Retail,Small,Remote,Yes,5,156305
Operations research analyst,High School,17,19,Telecom,Medium,India,Yes,5,123306
Math teacher,Diploma,13,6,Education,Enterprise,Singapore,Yes,0,167953
AI researcher,Diploma,7,10,Telecom,Startup,Canada,No,4,131900
Financial modeler,PhD,5,16,Technology,Large,UK,Hybrid,3,186063
Cybersecurity Analyst,Diploma,6,3,Technology,Enterprise,Australia,No,5,137407
Cybersecurity Analyst,Bachelor,11,4,Telecom,Large,Australia,Yes,5,156329
Data Analyst,Diploma,3,11,Education,Medium,Germany,Yes,3,97190
Software Engineer,Diploma,11,3,Telecom,Medium,Netherlands,Hybrid,2,123385
Cybersecurity Analyst,Diploma,3,17,Government,Small,USA,No,5,147308
Software Engineer,Master,14,12,Media,Startup,Australia,No,3,125494
Software Engineer,High School,12,4,Government,Startup,Singapore,Hybrid,1,107528
Actuary,Master,4,2,Retail,Enterprise,USA,Hybrid,2,211327
Math teacher,PhD,7,19,Education,Small,Australia,Hybrid,5,159110
Statistician,Diploma,1,3,Manufacturing,Large,Netherlands,Hybrid,2,83417
Operations research analyst,Diploma,11,9,Retail,Small,India,No,3,101763
Cybersecurity Analyst,Diploma,4,5,Healthcare,Small,USA,No,2,138621
Systems analyst,Bachelor,1,3,Manufacturing,Large,Australia,Hybrid,5,99756
AI researcher,Bachelor,3,13,Manufacturing,Large,Germany,Hybrid,4,139048
Financial modeler,High School,13,12,Healthcare,Medium,Netherlands,No,1,129013
Cybersecurity Analyst,Diploma,19,18,Manufacturing,Large,Netherlands,Hybrid,5,175833
Data Analyst,High School,13,17,Government,Startup,Remote,No,1,96853
Systems analyst,High School,19,18,Retail,Startup,Remote,Hybrid,3,121955
Software Engineer,Diploma,3,19,Telecom,Medium,UK,Hybrid,5,125729
AI researcher,Bachelor,17,11,Media,Large,Canada,No,2,182827
AI researcher,Bachelor,18,3,Education,Small,Remote,Hybrid,0,130771
Risk analyst,PhD,13,9,Manufacturing,Large,Canada,No,5,212073
Data Analyst,Master,3,2,Manufacturing,Small,Sweden,Hybrid,2,82822
Systems analyst,Master,4,12,Media,Enterprise,USA,Hybrid,5,183001
Software Engineer,Master,9,9,Government,Startup,Remote,Hybrid,2,130263
Data Scientist,High School,12,8,Technology,Small,USA,No,1,149102
Cybersecurity Analyst,High School,19,3,Finance,Small,Netherlands,Hybrid,1,126422
Systems analyst,Diploma,6,14,Telecom,Small,USA,No,2,134374
Financial modeler,PhD,12,5,Healthcare,Small,Netherlands,Yes,4,152566
Operations research analyst,PhD,16,13,Education,Startup,Sweden,No,3,167725
Operations research analyst,Master,3,13,Retail,Large,USA,No,1,214720
Math teacher,High School,15,2,Retail,Startup,Singapore,Yes,2,133342
Cybersecurity Analyst,Bachelor,19,11,Finance,Medium,Germany,Hybrid,0,169908
Operations research analyst,Master,15,4,Finance,Small,India,No,1,112039
Math teacher,Diploma,17,5,Technology,Enterprise,Sweden,Hybrid,2,173180
Operations research analyst,Master,15,1,Technology,Large,Canada,Hybrid,5,234348
Math teacher,PhD,12,10,Education,Medium,Remote,No,3,173971
Statistician,Master,11,5,Education,Startup,USA,Yes,0,137952
Data Scientist,PhD,0,15,Government,Startup,Australia,No,3,117713
Software Engineer,Bachelor,14,7,Healthcare,Enterprise,Sweden,No,4,163154
Operations research analyst,Diploma,8,5,Manufacturing,Medium,Netherlands,Yes,5,143987
Data Scientist,PhD,1,15,Technology,Startup,Australia,No,0,117323
Operations research analyst,High School,19,17,Media,Small,Sweden,No,3,168864
Risk analyst,Master,12,13,Technology,Medium,USA,Yes,2,204492
Actuary,Bachelor,9,18,Media,Enterprise,Sweden,Yes,3,176827
Risk analyst,Diploma,10,4,Consulting,Startup,Netherlands,Yes,3,127080
Cybersecurity Analyst,PhD,19,1,Healthcare,Medium,Singapore,Yes,3,164386
Math teacher,PhD,12,6,Government,Enterprise,Netherlands,Yes,5,210774
Financial modeler,PhD,17,19,Retail,Small,Canada,Yes,4,212008
Statistician,Master,9,7,Education,Startup,Australia,Hybrid,3,106901
Data Scientist,PhD,1,12,Technology,Medium,Germany,Hybrid,3,142052
Math teacher,Master,3,7,Education,Startup,Sweden,No,1,118765
Math teacher,Bachelor,19,1,Retail,Enterprise,Canada,Hybrid,2,223283
AI researcher,High School,2,6,Manufacturing,Startup,UK,Yes,3,107650
Statistician,High School,16,9,Telecom,Startup,India,Hybrid,0,70648
Data Analyst,High School,6,1,Media,Medium,Singapore,Hybrid,5,74839
Risk analyst,PhD,10,12,Telecom,Small,Netherlands,No,3,152081
Math teacher,PhD,12,3,Manufacturing,Small,Remote,No,2,140464
Cybersecurity Analyst,Master,7,14,Technology,Large,Singapore,No,1,158205
Operations research analyst,Master,2,18,Consulting,Startup,Australia,No,0,129115
Statistician,Bachelor,6,15,Consulting,Large,Canada,Yes,2,144593
AI researcher,Diploma,2,9,Healthcare,Enterprise,Singapore,Yes,5,122181
Financial modeler,PhD,2,17,Telecom,Medium,UK,Hybrid,0,151150
Actuary,Master,16,9,Finance,Medium,Canada,No,4,209844
AI researcher,Master,5,17,Retail,Startup,Singapore,No,0,115465
Data Scientist,Master,20,12,Consulting,Startup,Netherlands,No,2,139411
Risk analyst,Diploma,12,4,Education,Small,Sweden,Yes,3,137255
Math teacher,Master,3,16,Technology,Startup,Sweden,Hybrid,1,129338
Data Analyst,Master,5,11,Healthcare,Large,India,Hybrid,2,86111
Software Engineer,Diploma,9,5,Education,Large,Germany,Yes,1,134053
Data Analyst,PhD,11,15,Finance,Medium,UK,No,5,151665
Math teacher,Bachelor,0,19,Healthcare,Medium,Sweden,No,1,124944
Systems analyst,PhD,13,17,Retail,Enterprise,Singapore,Hybrid,1,179979
Data Scientist,Bachelor,12,19,Technology,Large,USA,Hybrid,4,211784
Operations research analyst,PhD,17,5,Finance,Large,UK,No,3,241995
Data Analyst,Bachelor,20,19,Consulting,Enterprise,Canada,No,5,204722
Risk analyst,PhD,20,5,Education,Startup,Germany,No,4,184184
Operations research analyst,High School,3,7,Education,Small,Netherlands,No,3,128755
Math teacher,Diploma,9,14,Retail,Large,Remote,Hybrid,4,144709
Financial modeler,PhD,0,15,Consulting,Small,Australia,Yes,4,135284
Systems analyst,High School,2,1,Consulting,Medium,Singapore,Hybrid,4,87550
Software Engineer,PhD,8,1,Retail,Large,Netherlands,No,4,154719
Cybersecurity Analyst,Bachelor,7,1,Retail,Large,Remote,Hybrid,4,127575
Risk analyst,PhD,6,9,Manufacturing,Enterprise,Canada,No,1,203418
Systems analyst,Diploma,9,9,Manufacturing,Enterprise,Australia,No,4,136562
Data Scientist,High School,2,6,Education,Startup,USA,No,5,109389
Statistician,PhD,13,16,Government,Startup,Singapore,No,5,129420
Statistician,PhD,12,14,Finance,Large,Sweden,No,2,149523
Data Scientist,Bachelor,2,9,Technology,Startup,USA,Hybrid,0,127017
Actuary,Diploma,20,4,Media,Small,UK,No,5,174111
Math teacher,High School,8,14,Finance,Enterprise,UK,Hybrid,5,175772
Math teacher,Bachelor,19,19,Manufacturing,Large,Australia,No,1,185009
Cybersecurity Analyst,Diploma,7,12,Retail,Large,Germany,Hybrid,3,147211
Financial modeler,Bachelor,2,8,Technology,Medium,Australia,Hybrid,0,108042
Software Engineer,PhD,17,15,Telecom,Large,Netherlands,Hybrid,0,181232
Statistician,Bachelor,4,8,Healthcare,Small,Sweden,Hybrid,3,85744
Software Engineer,Master,2,19,Consulting,Large,USA,No,0,171830
Math teacher,Bachelor,2,18,Government,Medium,Sweden,Hybrid,0,129836
Statistician,High School,20,1,Technology,Small,Netherlands,No,1,107834
Risk analyst,Diploma,17,19,Education,Large,UK,Hybrid,2,197454
Data Scientist,Diploma,9,14,Consulting,Large,India,Hybrid,0,101190
Systems analyst,Diploma,0,11,Manufacturing,Large,Australia,Hybrid,2,93991
Cybersecurity Analyst,High School,3,13,Education,Startup,Canada,Hybrid,2,115767
Statistician,High School,12,10,Manufacturing,Startup,Singapore,Yes,2,95609
Risk analyst,PhD,5,16,Government,Startup,Canada,Yes,3,165848
AI researcher,Diploma,10,10,Finance,Large,Singapore,Yes,4,134033
Cybersecurity Analyst,Diploma,19,6,Technology,Startup,Netherlands,Hybrid,1,139113
Cybersecurity Analyst,Master,10,18,Telecom,Enterprise,Sweden,No,1,173840
Math teacher,Diploma,1,3,Education,Large,Singapore,No,5,119177
Financial modeler,Diploma,11,3,Healthcare,Large,Singapore,No,3,143311
Data Scientist,PhD,4,19,Education,Medium,India,Hybrid,2,97695
AI researcher,High School,3,8,Healthcare,Large,Germany,No,0,112049
Statistician,High School,16,14,Finance,Medium,Canada,Hybrid,5,145064
Risk analyst,Diploma,14,11,Telecom,Startup,Australia,Hybrid,0,123969
Operations research analyst,Master,2,5,Government,Large,Canada,Yes,0,188827
Data Scientist,PhD,6,15,Government,Large,Germany,Yes,5,186274
Actuary,PhD,0,14,Education,Small,India,Yes,2,103905
Actuary,PhD,14,14,Education,Medium,India,Hybrid,5,122342
Data Scientist,Diploma,11,17,Consulting,Enterprise,UK,No,4,182449
Systems analyst,Diploma,11,17,Education,Large,Singapore,Hybrid,0,140140
Risk analyst,PhD,14,11,Manufacturing,Startup,Remote,No,1,149617
Systems analyst,High School,6,11,Technology,Small,UK,Hybrid,5,115259
Cybersecurity Analyst,Diploma,4,7,Media,Small,Canada,No,0,129999
Software Engineer,Bachelor,13,18,Retail,Large,USA,Hybrid,2,207460
Systems analyst,Master,17,10,Education,Medium,Netherlands,No,0,149734
AI researcher,Master,0,5,Manufacturing,Enterprise,USA,No,0,164779
Operations research analyst,High School,5,10,Telecom,Small,Singapore,Hybrid,2,120857
Cybersecurity Analyst,Diploma,5,12,Education,Enterprise,Singapore,Yes,2,157975
Statistician,Diploma,1,13,Healthcare,Enterprise,Canada,Hybrid,5,119013
AI researcher,Master,0,4,Healthcare,Medium,UK,Hybrid,2,118054
Financial modeler,Diploma,10,6,Healthcare,Small,UK,Yes,1,139077
Data Scientist,PhD,16,7,Finance,Enterprise,Netherlands,Yes,3,206098
Cybersecurity Analyst,High School,14,12,Finance,Large,Canada,No,2,180187
Cybersecurity Analyst,PhD,20,17,Manufacturing,Small,Singapore,Hybrid,1,184604
Math teacher,PhD,16,16,Technology,Startup,USA,Yes,5,234590
Statistician,Bachelor,17,15,Finance,Enterprise,USA,No,5,207529
Financial modeler,Bachelor,19,6,Education,Enterprise,USA,Hybrid,5,242767
Data Scientist,Master,20,14,Technology,Startup,Australia,Yes,0,150829
Financial modeler,Master,8,1,Retail,Enterprise,Australia,Hybrid,2,155981
Data Scientist,PhD,2,15,Healthcare,Large,Germany,No,0,153739
Actuary,Bachelor,13,10,Telecom,Small,USA,Hybrid,3,187760
Software Engineer,Diploma,14,13,Telecom,Enterprise,Canada,Yes,4,201339
Software Engineer,Master,9,3,Healthcare,Large,Sweden,Hybrid,0,136996
Systems analyst,High School,9,5,Healthcare,Startup,India,No,3,56100
AI researcher,Bachelor,17,11,Telecom,Enterprise,Sweden,Yes,4,186216
Statistician,Master,19,9,Retail,Medium,Netherlands,No,0,134836
Operations research analyst,Master,5,4,Government,Small,Australia,Hybrid,1,136244
Systems analyst,Diploma,18,15,Education,Enterprise,Canada,Yes,0,195505
Cybersecurity Analyst,PhD,9,1,Retail,Startup,Australia,No,3,136106
Data Analyst,Diploma,12,8,Education,Enterprise,Germany,Hybrid,0,130024
Systems analyst,High School,9,12,Government,Medium,Germany,No,1,117201
Math teacher,Diploma,8,18,Government,Medium,USA,Yes,3,199045
Risk analyst,PhD,19,15,Media,Large,Canada,Hybrid,0,233119
Cybersecurity Analyst,PhD,16,11,Government,Enterprise,India,Yes,5,146632
Financial modeler,Master,6,18,Government,Small,Singapore,Hybrid,0,125855
Data Scientist,High School,13,14,Technology,Large,Australia,Yes,4,156589
Math teacher,High School,12,9,Retail,Medium,Australia,Hybrid,2,133679
Statistician,Diploma,7,8,Technology,Enterprise,India,Hybrid,3,83888
Cybersecurity Analyst,Diploma,15,15,Healthcare,Medium,Germany,Hybrid,5,170615
Operations research analyst,High School,6,4,Government,Enterprise,Remote,Hybrid,0,152384
Risk analyst,Bachelor,15,10,Telecom,Medium,Sweden,Hybrid,3,148289
Financial modeler,High School,1,8,Retail,Enterprise,Singapore,No,2,118765
Actuary,Master,5,8,Telecom,Enterprise,Singapore,Hybrid,3,178459
Actuary,Diploma,12,15,Consulting,Small,Netherlands,Yes,4,142549
Operations research analyst,High School,0,15,Finance,Startup,UK,No,3,128110
Financial modeler,Diploma,2,5,Technology,Medium,Netherlands,No,2,107993
Cybersecurity Analyst,Master,9,7,Healthcare,Startup,Germany,Yes,5,157118
AI researcher,Bachelor,7,9,Technology,Enterprise,Netherlands,No,0,141724
Math teacher,PhD,3,8,Finance,Medium,Canada,Yes,4,176657
Data Analyst,High School,1,12,Retail,Medium,Canada,No,5,89431
Statistician,Master,20,11,Telecom,Startup,India,Yes,5,97105
Financial modeler,PhD,2,3,Healthcare,Medium,Netherlands,Hybrid,4,132730
Statistician,PhD,4,19,Consulting,Medium,Australia,No,3,115263
AI researcher,High School,12,6,Education,Enterprise,Germany,No,2,156351
Statistician,Master,18,2,Healthcare,Enterprise,Germany,Hybrid,1,170139
AI researcher,Bachelor,12,4,Manufacturing,Medium,Singapore,Yes,2,128571
Statistician,High School,8,17,Consulting,Startup,Sweden,Yes,1,95567
AI researcher,Master,0,13,Media,Enterprise,Canada,No,1,153223
Financial modeler,Master,3,3,Telecom,Startup,Singapore,Yes,3,110602
Statistician,PhD,18,13,Consulting,Enterprise,India,No,1,127192
Cybersecurity Analyst,PhD,12,18,Telecom,Large,Canada,Yes,2,225821
Risk analyst,Diploma,0,15,Government,Large,Canada,Yes,2,151670
Math teacher,Bachelor,16,14,Retail,Startup,UK,Hybrid,1,158515
Software Engineer,PhD,15,8,Manufacturing,Startup,USA,No,2,178896
Statistician,PhD,2,9,Healthcare,Startup,Canada,Hybrid,2,107169
Actuary,Bachelor,14,10,Technology,Enterprise,Singapore,Yes,3,196660
Math teacher,PhD,7,15,Technology,Large,USA,Hybrid,4,234663
